anime_id,title,synopsis,era,genres_list,tags
53126,Yamada-kun to Lv999 no Koi wo Suru,boyfriend break another girl college student akane kinoshita wrestle broken heart memory leave behind loading forest savior mmo use play together form plan get back exboyfriend inperson event game process run someone unexpected akito yamada game legend happen guildmate desperate support akane rope asocial yamada help scheme lending shoulder cry difference akane yamada soon become apparent spend time together yet help notice others inner quality gain experience one another game tentative acquaintance may level way neither expect,2020's,"['romance', 'video game']","boyfriend break another girl college student akane kinoshita wrestle broken heart memory leave behind loading forest savior mmo use play together form plan get back exboyfriend inperson event game process run someone unexpected akito yamada game legend happen guildmate desperate support akane rope asocial yamada help scheme lending shoulder cry difference akane yamada soon become apparent spend time together yet help notice others inner quality gain experience one another game tentative acquaintance may level way neither expect romance, video game 2020's"
25835,Shirobako,start kaminoyama high school best friendsaoi miyamori ema yasuhara midori imai shizuka sakaki misa toudoudiscovered collective love thing anime form club make first amateur anime together showcasing culture festival vow pursue career industry aim one work together create mainstream half later aoi ema manage land job illustrious musashino production company others however find difficult get dream job shizuka feel weight recognize capable voice actor misa secure yet unsatisfying career design model car company midori university student intent pursue dream writer girl learn path success one many diversion dream still achieve perseverance touch eccentric creativity,2010's,"['adult cast', 'award winning', 'comedy', 'drama', 'otaku culture', 'workplace']","start kaminoyama high school best friendsaoi miyamori ema yasuhara midori imai shizuka sakaki misa toudoudiscovered collective love thing anime form club make first amateur anime together showcasing culture festival vow pursue career industry aim one work together create mainstream half later aoi ema manage land job illustrious musashino production company others however find difficult get dream job shizuka feel weight recognize capable voice actor misa secure yet unsatisfying career design model car company midori university student intent pursue dream writer girl learn path success one many diversion dream still achieve perseverance touch eccentric creativity adult cast, award winning, comedy, drama, otaku culture, workplace 2010's"
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,maquia member special race call iorphmystical being live hundred remain separate life daily trouble mankind however maquia always felt lonely despite surrounded people orphan young age daydream outside world dare travel home due warning clan chief one however outside world find powerhungry kingdom mezarte invades homeland already leave giant dragon renato control king wish add immortality iorph bloodline human renato ravage iorph homeland kill inhabitant catch midst attack maquia carry one renato go berserk soon die leave deserted forest far home truly alone save cry single baby distance maquia find baby destroy decides raise name ariel although know nothing human world raise child age much faster live smolder loneliness inside determine make work somehow,2010's,"['drama', 'fantasy']","maquia member special race call iorphmystical being live hundred remain separate life daily trouble mankind however maquia always felt lonely despite surrounded people orphan young age daydream outside world dare travel home due warning clan chief one however outside world find powerhungry kingdom mezarte invades homeland already leave giant dragon renato control king wish add immortality iorph bloodline human renato ravage iorph homeland kill inhabitant catch midst attack maquia carry one renato go berserk soon die leave deserted forest far home truly alone save cry single baby distance maquia find baby destroy decides raise name ariel although know nothing human world raise child age much faster live smolder loneliness inside determine make work somehow drama, fantasy 2010's"
40911,Yuukoku no Moriarty,late th century great britain become greatest empire world ever know hidden within success nation rigid economic hierarchy dictate value one life solely status wealth surprise system favor aristocracy top render impossible work class ascend rank william james moriarty son moriarty household live regular noble also consultant common folk give hand solve problem however deep inside lie desire destroy current structure dominate british society benefit alongside brother albert louis william anything take change filthy world live ineven blood spill,2020's,"['adult cast', 'historical', 'mystery', 'organized crime', 'psychological', 'shounen', 'suspense']","late th century great britain become greatest empire world ever know hidden within success nation rigid economic hierarchy dictate value one life solely status wealth surprise system favor aristocracy top render impossible work class ascend rank william james moriarty son moriarty household live regular noble also consultant common folk give hand solve problem however deep inside lie desire destroy current structure dominate british society benefit alongside brother albert louis william anything take change filthy world live ineven blood spill adult cast, historical, mystery, organized crime, psychological, shounen, suspense 2020's"
34451,Kekkai Sensen & Beyond,ago gateway earth beyond opened new york trap extradimensional creature human alike impermeable bubble city restoration monster magic madness common finding area know hellsalems lot leonardo watch young photographer unwillingly obtain allseeing eye god exchange sister eyesight come paranormal find answer mysterious power possesses later find life drastically change join libra secret organization people supernatural ability dedicate maintain order everyday chaos hellsalems lot however begin leonardos unexpected ahead regardless constant threat otherworldly enemy determine uncover secret power find way restore sister eyesight kekkai sensen beyond follow leonardo set crazy adventure comrades fighting ensure peace order,2010's,"['action', 'fantasy', 'shounen', 'super power', 'urban fantasy', 'vampire']","ago gateway earth beyond opened new york trap extradimensional creature human alike impermeable bubble city restoration monster magic madness common finding area know hellsalems lot leonardo watch young photographer unwillingly obtain allseeing eye god exchange sister eyesight come paranormal find answer mysterious power possesses later find life drastically change join libra secret organization people supernatural ability dedicate maintain order everyday chaos hellsalems lot however begin leonardos unexpected ahead regardless constant threat otherworldly enemy determine uncover secret power find way restore sister eyesight kekkai sensen beyond follow leonardo set crazy adventure comrades fighting ensure peace order action, fantasy, shounen, super power, urban fantasy, vampire 2010's"
10863,Steins;Gate: Oukoubakko no Poriomania,event steinsgate rintarou okabe invite tag along acquaintance faris nyannyan participate rainet event united state meet old colleague kurisu makise recall fragmented memory event happen world line form dream confronts okabe question whether eventsparticularly incident themdid indeed happen,2010's,"['comedy', 'sci-fi', 'time travel']","event steinsgate rintarou okabe invite tag along acquaintance faris nyannyan participate rainet event united state meet old colleague kurisu makise recall fragmented memory event happen world line form dream confronts okabe question whether eventsparticularly incident themdid indeed happen comedy, sci-fi, time travel 2010's"
232,Cardcaptor Sakura,tenyearold sakura kinomoto fourthgrade student live tomoeda one stumble upon mysterious book card title clow ponder discovery unintentionally cause magical gust wind scatter card accident awaken beast sealkeroberos nickname kerowho sakura release mystical clow card create sorcerer clow reed due card ability act independently incredible power clow seal away set free card pose great danger world sakura put end appointing sakura cardcaptor grant seal key kero task find recapture clow card alongside best friend tomoyo daidouji keros guidance sakura learn balance new secret duty everyday trouble take flight magical adventure cardcaptor sakura,1990's,"['adventure', 'comedy', 'drama', 'mahou shoujo', 'romance', 'school', 'shoujo']","tenyearold sakura kinomoto fourthgrade student live tomoeda one stumble upon mysterious book card title clow ponder discovery unintentionally cause magical gust wind scatter card accident awaken beast sealkeroberos nickname kerowho sakura release mystical clow card create sorcerer clow reed due card ability act independently incredible power clow seal away set free card pose great danger world sakura put end appointing sakura cardcaptor grant seal key kero task find recapture clow card alongside best friend tomoyo daidouji keros guidance sakura learn balance new secret duty everyday trouble take flight magical adventure cardcaptor sakura adventure, comedy, drama, mahou shoujo, romance, school, shoujo 1990's"
237,Koukyoushihen Eureka Seven,backwater bellforest life yearold boy name renton thurston desire leave home behind join mercenary know gekkostate hop find brighten mundane life however stuck grandfather insistence become mechanic like pressure decease father legacy excitement renton find pastime rid trapar wave particle disperse throughout air activity akin surf everything change unknown object crash rentons garage discover light find operationa robot capable rid trapar wavesspecifically know nirvash typezero pilot young girl name eureka member gekkostate request tuneup nirvash meeting spark begin rentons involvement gekkostate take alongside eureka copilot nirvash,2000's,"['action', 'adventure', 'drama', 'mecha', 'romance', 'sci-fi']","backwater bellforest life yearold boy name renton thurston desire leave home behind join mercenary know gekkostate hop find brighten mundane life however stuck grandfather insistence become mechanic like pressure decease father legacy excitement renton find pastime rid trapar wave particle disperse throughout air activity akin surf everything change unknown object crash rentons garage discover light find operationa robot capable rid trapar wavesspecifically know nirvash typezero pilot young girl name eureka member gekkostate request tuneup nirvash meeting spark begin rentons involvement gekkostate take alongside eureka copilot nirvash action, adventure, drama, mecha, romance, sci-fi 2000's"
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,isabella daughter noble york family enrol allgirls academy groom dame worthy nobility however give future see prestigious school nothing prison outside world family notice struggle lesson decides hire violet evergarden personally tutor guise handmaiden first isabella treat violet coldly violet seem able everything perfectly lead isabella assume bear silver spoon time together isabella realize violet struggle open isabella soon reveal lose contact beloved younger sister taylor bartlett yearns see experienced power word past clientele violet ask isabella wish write letter taylor violet able help isabella convey feeling longlost sister,2010's,['drama'],isabella daughter noble york family enrol allgirls academy groom dame worthy nobility however give future see prestigious school nothing prison outside world family notice struggle lesson decides hire violet evergarden personally tutor guise handmaiden first isabella treat violet coldly violet seem able everything perfectly lead isabella assume bear silver spoon time together isabella realize violet struggle open isabella soon reveal lose contact beloved younger sister taylor bartlett yearns see experienced power word past clientele violet ask isabella wish write letter taylor violet able help isabella convey feeling longlost sister drama 2010's
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,follow faceless god hitogamis advice seem worked wonder rudeus greyrat enrol university magic tell rudeus reunites childhood friend sylphiette put valiant effort cure condition grow ever closer together decide host wed party invite make announce formalize relationship recent blessing however rudeus trouble far research help shizuka nanahoshi conduct hit bottleneck send deep slump much like experience previous life furthermore letter father paul bring complication rudeus relationship sylphiette still know next nothing real background face issue rudeus apply lesson learn new world navigate challenge come live life fullest,2020's,"['adventure', 'drama', 'ecchi', 'fantasy', 'isekai', 'reincarnation']","follow faceless god hitogamis advice seem worked wonder rudeus greyrat enrol university magic tell rudeus reunites childhood friend sylphiette put valiant effort cure condition grow ever closer together decide host wed party invite make announce formalize relationship recent blessing however rudeus trouble far research help shizuka nanahoshi conduct hit bottleneck send deep slump much like experience previous life furthermore letter father paul bring complication rudeus relationship sylphiette still know next nothing real background face issue rudeus apply lesson learn new world navigate challenge come live life fullest adventure, drama, ecchi, fantasy, isekai, reincarnation 2020's"
6956,Working!!,due love small cute thing souta takanashi turn childlike popura taneshima recruit work wagnaria family restaurant locate hokkaido takanashi take particular joy dot older popura fuel complex young look also quickly learn stay toe meet rest colleague include katanawielding floor chief yachiyo todoroki intimidate head chef jun satou dangerously wellinformed subtly sadistic sou chef hiroomi souma adamantly lazy manager kyouko shirafuji waitress mahiru inami painful fear men power eccentric cast work unique workplace comedy follow neverdull happening within wall wagnaria takanashi coworkers quirky personality combine create nonstop antic shenanigan hilarity,2010's,"['comedy', 'love status quo', 'seinen', 'workplace']","due love small cute thing souta takanashi turn childlike popura taneshima recruit work wagnaria family restaurant locate hokkaido takanashi take particular joy dot older popura fuel complex young look also quickly learn stay toe meet rest colleague include katanawielding floor chief yachiyo todoroki intimidate head chef jun satou dangerously wellinformed subtly sadistic sou chef hiroomi souma adamantly lazy manager kyouko shirafuji waitress mahiru inami painful fear men power eccentric cast work unique workplace comedy follow neverdull happening within wall wagnaria takanashi coworkers quirky personality combine create nonstop antic shenanigan hilarity comedy, love status quo, seinen, workplace 2010's"
5530,Pandora Hearts,young oz vessalius heir vessalius duke house perilous world call abyss nothing folktale use scare misbehave child however ozs comingofage ceremony interrupt malicious baskerville clan intent banish depth abyss vessalius heir realizes peaceful life luxury end confront world abyss dweller monstrous chain quite fake believe base supernatural fantasy manga name pandora heart fifteenyearold ozs discover meaning behind strange event overtaken life assist mysterious chain name alice whose nickname bloodstained black rabbit member clandestine organization know pandora oz realize existence may mean could ever imagine,2000's,"['adventure', 'fantasy', 'mystery', 'shounen']","young oz vessalius heir vessalius duke house perilous world call abyss nothing folktale use scare misbehave child however ozs comingofage ceremony interrupt malicious baskerville clan intent banish depth abyss vessalius heir realizes peaceful life luxury end confront world abyss dweller monstrous chain quite fake believe base supernatural fantasy manga name pandora heart fifteenyearold ozs discover meaning behind strange event overtaken life assist mysterious chain name alice whose nickname bloodstained black rabbit member clandestine organization know pandora oz realize existence may mean could ever imagine adventure, fantasy, mystery, shounen 2000's"
21855,Hanamonogatari,koyomi araragi hitagi senjougahara graduate familiar face remain naoetsu private high school one suruga kanbaru holder monkey paw hear talk mysterious know devil magically solve problem kanbaru immediately think rumor decides investigate devil actually rouka numachi former basketball rival junior high longer able play due leg injury rouka provide free advice seek act collector misfortune enjoy relieve stress client provide false hope problem solve although kanbaru see real harm do reprimand rouka lie head home relieve cause rumor may reason worry find left hand revert back human form,2010's,"['comedy', 'mystery', 'supernatural']","koyomi araragi hitagi senjougahara graduate familiar face remain naoetsu private high school one suruga kanbaru holder monkey paw hear talk mysterious know devil magically solve problem kanbaru immediately think rumor decides investigate devil actually rouka numachi former basketball rival junior high longer able play due leg injury rouka provide free advice seek act collector misfortune enjoy relieve stress client provide false hope problem solve although kanbaru see real harm do reprimand rouka lie head home relieve cause rumor may reason worry find left hand revert back human form comedy, mystery, supernatural 2010's"
17549,Non Non Biyori,hotaru ichijous lifestyle completely change leaf tokyo move family isolate asahigaoka new school student include share single classroom regardless grade level convenience store area take bus arrive nevertheless hotaru find captivate countryside charm thanks unique schoolmate quickly form genuine bond colorful renge miyauchi firstgrader often perceptive despite age however less intriguing koshigaya sibling quiet oldest brother suguru petite older sister komari prankish youngest sister natsumi someone join cheerful little enlivens asahigaoka hotaru bring firsthand knowledge allure outside world fresh outlook life welcome blossom change usual routine,2010's,"['cgdct', 'iyashikei', 'school', 'seinen', 'slice of life']","hotaru ichijous lifestyle completely change leaf tokyo move family isolate asahigaoka new school student include share single classroom regardless grade level convenience store area take bus arrive nevertheless hotaru find captivate countryside charm thanks unique schoolmate quickly form genuine bond colorful renge miyauchi firstgrader often perceptive despite age however less intriguing koshigaya sibling quiet oldest brother suguru petite older sister komari prankish youngest sister natsumi someone join cheerful little enlivens asahigaoka hotaru bring firsthand knowledge allure outside world fresh outlook life welcome blossom change usual routine cgdct, iyashikei, school, seinen, slice of life 2010's"
52305,Tomo-chan wa Onnanoko!,childhood tomo aizawa junichirou jun kubota everything together whether train enjoy fun anyone would think best life issue tomboyish tomo love jun regard like brother start first high school tomo confess feeling jun however rough mannerism lack hesitance throw punch nothing sway juns heart realize remain indifferent affection unless something tomo find way knock sense jun open eye right front,2020's,"['comedy', 'romance', 'school']","childhood tomo aizawa junichirou jun kubota everything together whether train enjoy fun anyone would think best life issue tomboyish tomo love jun regard like brother start first high school tomo confess feeling jun however rough mannerism lack hesitance throw punch nothing sway juns heart realize remain indifferent affection unless something tomo find way knock sense jun open eye right front comedy, romance, school 2020's"
323,Mousou Dairinin,infamous shounen bat terrorize resident musashino fly around rollerblade beat people golden baseball bat assailant seem impossible catchmuch less understand first victim wellknown yet timid designer tsukiko sagi suspect orchestrate attack believe anthropomorphic pink stuff animal maromi tsukiko one shounen bat many victim shounen bat relentless assault detective keiichi ikari mitsuhiro maniwa begin investigate identity attacker however people fall victim notorious golden bat news assailant circulate around paranoia set chilling rumor spread amongst adult child alike detective able unravel truth behind shounen bat paranoia get first,2000's,"['adult cast', 'avant garde', 'award winning', 'detective', 'drama', 'mystery', 'psychological', 'supernatural', 'suspense']","infamous shounen bat terrorize resident musashino fly around rollerblade beat people golden baseball bat assailant seem impossible catchmuch less understand first victim wellknown yet timid designer tsukiko sagi suspect orchestrate attack believe anthropomorphic pink stuff animal maromi tsukiko one shounen bat many victim shounen bat relentless assault detective keiichi ikari mitsuhiro maniwa begin investigate identity attacker however people fall victim notorious golden bat news assailant circulate around paranoia set chilling rumor spread amongst adult child alike detective able unravel truth behind shounen bat paranoia get first adult cast, avant garde, award winning, detective, drama, mystery, psychological, supernatural, suspense 2000's"
28805,Bakemono no Ko,soul live different life wander alone isolated respective world nineyearold ren last person treat form kindness kill shunned leave family parent real family place go ren escape confuse street alleyways shibuya twist turn alley ren stumble intimidate kumatetsu lead beast realm shibuten kumatetsu boy represent chance become candidate replace lord realm retires nearly unmatched combat kumatetsus chilly persona leaf disciple teach way prove worthy become lord successor share different goal agree help order reach kumatetsu search recognition ren know kyuuta search home never pass become apparent help way originally think perhaps always less difference boy beast either ever realize,2010's,"['adventure', 'anthropomorphic', 'fantasy', 'isekai']","soul live different life wander alone isolated respective world nineyearold ren last person treat form kindness kill shunned leave family parent real family place go ren escape confuse street alleyways shibuya twist turn alley ren stumble intimidate kumatetsu lead beast realm shibuten kumatetsu boy represent chance become candidate replace lord realm retires nearly unmatched combat kumatetsus chilly persona leaf disciple teach way prove worthy become lord successor share different goal agree help order reach kumatetsu search recognition ren know kyuuta search home never pass become apparent help way originally think perhaps always less difference boy beast either ever realize adventure, anthropomorphic, fantasy, isekai 2010's"
50273,Tomodachi Game,high school student yuuichi katagiri cherishes close circle compose classmate yutori kokorogi shiho sawaragi makoto shibe tenji mikasa however fund upcoming school trip steal incident cause shiho makotowho task collect moneyto distance rest class soon yuuichi deceived meeting knock unconscious unknown assailant wake find confined white room controversial figure manabukun reveal one gather together clear personal debt twenty million yen pay amount participate variety psychological game test true nature friendship humanity distress isolate outside world yuuichi need cooperate complete game conceal feeling problematic past begin surface seemingly unbreakable bond may soon shatter irreparable piece,2020's,"['high stakes game', 'psychological', 'shounen', 'strategy game', 'suspense']","high school student yuuichi katagiri cherishes close circle compose classmate yutori kokorogi shiho sawaragi makoto shibe tenji mikasa however fund upcoming school trip steal incident cause shiho makotowho task collect moneyto distance rest class soon yuuichi deceived meeting knock unconscious unknown assailant wake find confined white room controversial figure manabukun reveal one gather together clear personal debt twenty million yen pay amount participate variety psychological game test true nature friendship humanity distress isolate outside world yuuichi need cooperate complete game conceal feeling problematic past begin surface seemingly unbreakable bond may soon shatter irreparable piece high stakes game, psychological, shounen, strategy game, suspense 2020's"
25681,Kamisama Hajimemashita◎,nanami momozono familiar tomoe mizuki survive quite challenge since nanami take mantle mikage shrine patron god naturally wind god otohiko come invite nanami divine assembly izumo home god nanami chooses take mizuki leave tomoe pose school however ulterior motive attend divine assembly discover whereabouts miss lord mikage former god shrine adventure izumo nanami meet botanmaru tengu child look someone know welltengu turn goth idol shinjirou kurama botanmaru need shinjirou prince return home mount kurama stop tyranny jirou take rule hometown however nanami soon force much darker jirou work mountain fledgling god become accustomed divinity nanami find deal tengu rebellion bloom feeling tomoe strange man tie tomoes past nanamis future,2010's,"['comedy', 'mythology', 'romance', 'shoujo', 'supernatural']","nanami momozono familiar tomoe mizuki survive quite challenge since nanami take mantle mikage shrine patron god naturally wind god otohiko come invite nanami divine assembly izumo home god nanami chooses take mizuki leave tomoe pose school however ulterior motive attend divine assembly discover whereabouts miss lord mikage former god shrine adventure izumo nanami meet botanmaru tengu child look someone know welltengu turn goth idol shinjirou kurama botanmaru need shinjirou prince return home mount kurama stop tyranny jirou take rule hometown however nanami soon force much darker jirou work mountain fledgling god become accustomed divinity nanami find deal tengu rebellion bloom feeling tomoe strange man tie tomoes past nanamis future comedy, mythology, romance, shoujo, supernatural 2010's"
28025,Tsukimonogatari,koyomi araragi study hard preparation college entrance exam notice something strange reflection longer appear mirror characteristic true vampire worry state body enlist help humanlike doll yotsugi ononoki master yozuru kagenui immortal oddity specialist quickly realize wrong kagenui give araragi choice either abstain use vampiric ability receive shinobu oshino lose humanity forever,2010's,"['comedy', 'ecchi', 'mystery', 'supernatural', 'vampire']","koyomi araragi study hard preparation college entrance exam notice something strange reflection longer appear mirror characteristic true vampire worry state body enlist help humanlike doll yotsugi ononoki master yozuru kagenui immortal oddity specialist quickly realize wrong kagenui give araragi choice either abstain use vampiric ability receive shinobu oshino lose humanity forever comedy, ecchi, mystery, supernatural, vampire 2010's"
36946,Dragon Ball Super: Broly,fortyone ago planet vegeta home infamous saiyan warrior race king vegeta notice baby name broly whose latent power exceed son believe brolys power would one surpass child vegeta king sends broly desolate planet vampa brolys father paragus follow intent rescue son however ship get damage cause spend trap barren world unaware salvation would one come unlikely ally later earth gokuu son prince vegetabelieved last survivor saiyan raceare busy train remote island spar interrupted appearance old enemy frieza drive search last wishgranting dragon ball frozen continent frieza show new ally paragus extremely powerful broly legendary shake foundation world ensue gokuu vegeta face broly warrior without equal whose rage wait unleashed,2010's,"['action', 'adventure', 'fantasy', 'martial arts', 'shounen']","fortyone ago planet vegeta home infamous saiyan warrior race king vegeta notice baby name broly whose latent power exceed son believe brolys power would one surpass child vegeta king sends broly desolate planet vampa brolys father paragus follow intent rescue son however ship get damage cause spend trap barren world unaware salvation would one come unlikely ally later earth gokuu son prince vegetabelieved last survivor saiyan raceare busy train remote island spar interrupted appearance old enemy frieza drive search last wishgranting dragon ball frozen continent frieza show new ally paragus extremely powerful broly legendary shake foundation world ensue gokuu vegeta face broly warrior without equal whose rage wait unleashed action, adventure, fantasy, martial arts, shounen 2010's"
22265,Free! Eternal Summer,even though since iwatobi high school swim club create new member yet join club haruka nanase makoto tachibana senior student along younger nagisa hazuki rei ryuugazaki find way attract new member club close follow due lack membership meanwhile impend graduation also time senior decide plan future unlike friend rin matsuoka new captain samezuka academy swim club determine fulfill dream professional swimmer haruka makoto unsure career path want take problem arise old friend rins sousuke yamazaki come study samezuka academy recently scout swimmer arrival cause tension relationship among rin haruka,2010's,"['school', 'sports']","even though since iwatobi high school swim club create new member yet join club haruka nanase makoto tachibana senior student along younger nagisa hazuki rei ryuugazaki find way attract new member club close follow due lack membership meanwhile impend graduation also time senior decide plan future unlike friend rin matsuoka new captain samezuka academy swim club determine fulfill dream professional swimmer haruka makoto unsure career path want take problem arise old friend rins sousuke yamazaki come study samezuka academy recently scout swimmer arrival cause tension relationship among rin haruka school, sports 2010's"
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,entice rumored wealth cid kagenou happily tag along sister claire trip infamous lawless region rule monarch yukime spirit fox juggernaut tyrant elisabeth dormant progenitor vampire know blood queen hunt elisabeth serf perfect opportunity claire prove true mettle hand cid different objectivessneaking away claires sight collect much loot possible making shadow glorious entrance perfect moment elisabeths awaken draw near subordinate crimson enact treacherous send frenzy search nowmissing brother claire find unexpected ally mary vampire hunter pair hurry crimson towerthe home blood queen meanwhile beta small shadow garden recruit also arrive lawless key player converge crimson tower stage set grand confrontation crimson moon,2020's,"['action', 'comedy', 'fantasy', 'isekai', 'reincarnation']","entice rumored wealth cid kagenou happily tag along sister claire trip infamous lawless region rule monarch yukime spirit fox juggernaut tyrant elisabeth dormant progenitor vampire know blood queen hunt elisabeth serf perfect opportunity claire prove true mettle hand cid different objectivessneaking away claires sight collect much loot possible making shadow glorious entrance perfect moment elisabeths awaken draw near subordinate crimson enact treacherous send frenzy search nowmissing brother claire find unexpected ally mary vampire hunter pair hurry crimson towerthe home blood queen meanwhile beta small shadow garden recruit also arrive lawless key player converge crimson tower stage set grand confrontation crimson moon action, comedy, fantasy, isekai, reincarnation 2020's"
21843,Shingeki no Bahamut: Genesis,thousand ago ancient dragon bahamut work havoc upon land mistarcia world god demon live amongst mankind work together prevent world destruction rival deity barely manage seal bahamut agree split key dragon would remain eternally imprisoned world safe destruction bahamut business usual bounty hunter like favaro leone live laidback selfserving lifestyle amoral favaro go work run fellow bounty hunter kaisar lidfard righteous man swear vengeance upon favaro however favaros carefree life thrown chaos meet amira mysterious woman hold half key world fragile peace shingeki bahamut genesis unlikely hero find caught middle epic clash god demon carve path face imminent storm,2010's,"['action', 'adventure', 'fantasy']","thousand ago ancient dragon bahamut work havoc upon land mistarcia world god demon live amongst mankind work together prevent world destruction rival deity barely manage seal bahamut agree split key dragon would remain eternally imprisoned world safe destruction bahamut business usual bounty hunter like favaro leone live laidback selfserving lifestyle amoral favaro go work run fellow bounty hunter kaisar lidfard righteous man swear vengeance upon favaro however favaros carefree life thrown chaos meet amira mysterious woman hold half key world fragile peace shingeki bahamut genesis unlikely hero find caught middle epic clash god demon carve path face imminent storm action, adventure, fantasy 2010's"
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,explore wiz magic shop party kazuma satou find magical wishgranting choker decides try wiz tell choker strangle wearer death unless desire fulfil wouldnt problem kazuma knew wish fearing kazumas life aqua megumin lalatina ford darkness dustiness agree bid order satisfy desire hopefully grant wish matter asks,2010's,"['comedy', 'fantasy', 'isekai', 'parody']","explore wiz magic shop party kazuma satou find magical wishgranting choker decides try wiz tell choker strangle wearer death unless desire fulfil wouldnt problem kazuma knew wish fearing kazumas life aqua megumin lalatina ford darkness dustiness agree bid order satisfy desire hopefully grant wish matter asks comedy, fantasy, isekai, parody 2010's"
29095,Grisaia no Rakuen,grisaia rakuen right end previous installment grisaia meikyuu kazami yuuji arrest suspicion terrorism video show apparently concrete proof yuuji commit act hold custody ichigaya ichigaya know full well yuuji didnt commit crime accuse fail assassinate heath oslo leader terrorist organization extremely devastate weapon possession fact ichigaya plan yuuji may lose yuuji girl mihama academy let yuuji use political gain neither may mysterious new figure appear,2010's,"['drama', 'harem', 'psychological', 'romance', 'suspense']","grisaia rakuen right end previous installment grisaia meikyuu kazami yuuji arrest suspicion terrorism video show apparently concrete proof yuuji commit act hold custody ichigaya ichigaya know full well yuuji didnt commit crime accuse fail assassinate heath oslo leader terrorist organization extremely devastate weapon possession fact ichigaya plan yuuji may lose yuuji girl mihama academy let yuuji use political gain neither may mysterious new figure appear drama, harem, psychological, romance, suspense 2010's"
22145,Kuroshitsuji: Book of Circus,full wonder excitement noah circus troupe capture audience dazzle performance yet fantastic act come without price child mysteriously go miss around london correlate group movement unsettled kidnapping queen victoria send notorious guard dog ciel phantomhive everfaithful demon butler sebastian michaelis undercover find miss child try balance new circus act covert investigation big top however prove quite challenge performer grow suspicious threat circus mysterious benefactor loom overhead discover shake ciel core,2010's,"['action', 'historical', 'mystery', 'mythology', 'shounen', 'supernatural']","full wonder excitement noah circus troupe capture audience dazzle performance yet fantastic act come without price child mysteriously go miss around london correlate group movement unsettled kidnapping queen victoria send notorious guard dog ciel phantomhive everfaithful demon butler sebastian michaelis undercover find miss child try balance new circus act covert investigation big top however prove quite challenge performer grow suspicious threat circus mysterious benefactor loom overhead discover shake ciel core action, historical, mystery, mythology, shounen, supernatural 2010's"
268,Golden Boy,kintarou ooe specialist parttime work rid highway byway japan trusty steed mikazuki find employment wherever adventure bring knowledge experience cant teach classroom political corruption delicacy young woman heart nothing open road himnot mention many beautiful woman along waykintarou pursues spirit education attempt hold various odd job however undignified may learn task take know could happen might even able save world one one thing surethis educational,1990's,"['adult cast', 'adventure', 'comedy', 'ecchi', 'gag humor', 'seinen', 'workplace']","kintarou ooe specialist parttime work rid highway byway japan trusty steed mikazuki find employment wherever adventure bring knowledge experience cant teach classroom political corruption delicacy young woman heart nothing open road himnot mention many beautiful woman along waykintarou pursues spirit education attempt hold various odd job however undignified may learn task take know could happen might even able save world one one thing surethis educational adult cast, adventure, comedy, ecchi, gag humor, seinen, workplace 1990's"
33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,put life line willem kmetsch leave love one behind set mysterious monster even though victorious render frozen ice icy slumber terrify creature know beast emerge earth surface threaten humanity existence willem awaken later find sole survivor race mankind wipe together survive race willem take refuge float island sky live fear beast live life loneliness odd job get one task weapon storehouse caretaker think nothing willem accept soon realizes weapon actually young leprechaun though bear every resemblance human regard live identify mere weapon among chtholly nota seniorious willing sacrifice mean defeat beast ensure peace willem become something father figure young leprechauns watch fondly support way fight bravely frontlines hope one send return safely monster destroy kind,2010's,"['drama', 'fantasy', 'romance', 'sci-fi']","put life line willem kmetsch leave love one behind set mysterious monster even though victorious render frozen ice icy slumber terrify creature know beast emerge earth surface threaten humanity existence willem awaken later find sole survivor race mankind wipe together survive race willem take refuge float island sky live fear beast live life loneliness odd job get one task weapon storehouse caretaker think nothing willem accept soon realizes weapon actually young leprechaun though bear every resemblance human regard live identify mere weapon among chtholly nota seniorious willing sacrifice mean defeat beast ensure peace willem become something father figure young leprechauns watch fondly support way fight bravely frontlines hope one send return safely monster destroy kind drama, fantasy, romance, sci-fi 2010's"
12445,Tasogare Otome x Amnesia,seikyou private academy build intrigue traditional occult myth bear dark pastfor haunt ghost know yuuko young woman mysteriously die basement old school building memory life death yuuko discreetly find head paranormal investigation club search answer chance meeting lead yuuko cling diligent freshman teiichi niiya see quirky ghost quickly grow close decides help along kirie kanoe yuukos relative oblivious momoe okonogi delve deep infamous mystery storied school,2010's,"['horror', 'mystery', 'romance', 'school', 'shounen', 'supernatural']","seikyou private academy build intrigue traditional occult myth bear dark pastfor haunt ghost know yuuko young woman mysteriously die basement old school building memory life death yuuko discreetly find head paranormal investigation club search answer chance meeting lead yuuko cling diligent freshman teiichi niiya see quirky ghost quickly grow close decides help along kirie kanoe yuukos relative oblivious momoe okonogi delve deep infamous mystery storied school horror, mystery, romance, school, shounen, supernatural 2010's"
